infoid,Title,Content,Pricetag,Image,City_name,ID_City,Vehicle_name,Odometer,License_plate,Cubic_power,Manufacture_year,ID_VehicleBrand,ID_VehicleLineup,Condition,ID_VehicleType,ID_Color
134,Yamaha Exciter 150 2016,"- Yamaha exciter 150
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2016
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 26.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",26500000,https://cdn.okxe.vn/products/733/1195733/1195733_389086_review-0_20221205010929_vwvfdXoc_m_400x400.jpg,Tp. Hồ Chí Minh,50,Yamaha Exciter 150,30000,,150.0,2016,40,535,2,2,3
135,Kymco K-Pipe 50 2021,Cần b&aacute;n Kymco K-PIPE 50cc m&agrave;u xanh như tr&ecirc;n h&igrave;nh xe m&aacute;y m&oacute;c nguy&ecirc;n bản chưa sửa chữa g&igrave;. Bạn n&agrave;o đến xem th&igrave; ưng 100 %.gi&aacute; c&oacute; bớt ạ.,12500000,https://cdn.okxe.vn/products/732/1195732/1195732_1239_IMG_E8763_20221205010910_SQZjY0lO_m_400x400.jpg,Tp. Hà Nội,1,Kymco K-Pipe 50,5000,,49.0,2021,21,252,2,2,13
136,Honda Wave Alpha 110 2016,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua li&ecirc;n hệ",8600000,https://cdn.okxe.vn/products/731/1195731/1195731_1081_2._20221205010903_eM6ps9JW_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha 110,5000,,109.0,2016,15,1055,2,2,10
137,Ducati Mini 110 2019,"xe m&aacute;y m&oacute;c nguy&ecirc;n zin, sơn nhựa ko xước x&aacute;t g&igrave; d&aacute;n nilon k&iacute;n xe, bạn n&agrave;o muốn mua qua nh&agrave; xem xe trực tiếp nh&eacute;, gi&aacute; cả c&oacute; thương lượng.",14000000,https://cdn.okxe.vn/products/730/1195730/1195730_228116_7._20221205010807_t2T9nu7e_m_400x400.jpg,Tp. Hà Nội,1,Ducati Mini 110,5000,,110.0,2019,9,1075,2,3,10
138,Yamaha Jupiter FI 2020,Cần b&aacute;n Yamaha Jupiter Fi x&aacute;m bản 2020.xe thường được bảo dưỡng v&agrave; thay dầu định kỳ tại h&atilde;ng. m&aacute;y nổ &ecirc;m chưa sửa chữa g&igrave; h&igrave;nh thức c&ograve;n rất mới anh chị em ai c&oacute; nhu cầu mua xe lh trực tiếp với m&igrave;nh nh&eacute;.,13500000,https://cdn.okxe.vn/products/729/1195729/1195729_1239_IMG_E6305_20221205010804_6G98utf0_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Jupiter FI,5000,,114.0,2020,40,528,2,2,5
139,Yamaha Exciter 135 2016,Xe c&oacute; giấy tờ đầy đủ sang t&ecirc;n đổi chủ nhanh gọn. M&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Bao ngon bao chất.b n&agrave;o ưng lh đến nh&agrave; xem xe cụ thể,14500000,https://cdn.okxe.vn/products/728/1195728/1195728_1048762_6._20221205010754_UrKrB4Ct_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 135,10000,,135.0,2016,40,535,2,2,1
140,Honda Air Blade 125 FI 2020,"Nh&agrave; k c&oacute; nhu cầu sử dụng đến chiếc xe air blade 125 fi kho&aacute; smartkey 2021 ch&iacute;nh chủ biển 29 .xe mới mua v&agrave; đăng k&iacute; th&aacute;ng 5/2021 chạy 1000km mới tinh.xe k c&oacute; 1 lỗi nhỏ mua về chỉ việc đi lu&ocirc;n ,vậy ai c&oacute; nhu cầu th&igrave; lh nh&eacute;.",30000000,https://cdn.okxe.vn/products/727/1195727/1195727_1511656_6._20221205010749_zM5ch71p_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2020,15,148,2,1,10
141,Piaggio Vespa LX 2014,T&ocirc;i đang c&ocirc;ng t&aacute;c gần nh&agrave; n&ecirc;n &iacute;t đi lại giờ muốn b&aacute;n lại cho bạn n&agrave;o y&ecirc;u th&iacute;ch d&ograve;ng xe sang trọng n&agrave;y. Xe đẹp m&aacute;y zin chạy rất bốc v&agrave; &ecirc;m. T&ocirc;i thay dầu bảo dưỡng định kỳ n&ecirc;n chất lượng c&ograve;n rất tốt.,9600000,https://cdn.okxe.vn/products/726/1195726/1195726_1451041_4._20221205010710_Y0sk8813_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa LX,5000,,124.0,2014,29,349,2,1,9
142,Honda Air Blade 125 FI 2021,"Nh&agrave; k c&oacute; nhu cầu sử dụng đến chiếc xe air blade 125 fi kho&aacute; smartkey 2021 ch&iacute;nh chủ biển 29 .xe mới mua v&agrave; đăng k&iacute; th&aacute;ng 5/2021 chạy 1000km mới tinh.xe k c&oacute; 1 lỗi nhỏ mua về chỉ việc đi lu&ocirc;n ,vậy ai c&oacute; nhu cầu th&igrave; lh nh&eacute;.",27600000,https://cdn.okxe.vn/products/725/1195725/1195725_1724_5._20221205010632_sXx3p1DF_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2021,15,148,2,1,3
143,Yamaha Exciter 135 2016,"M&igrave;nh b&aacute;n lại chiếc xe ch&iacute;nh chủ nh&agrave; đi, xe chạy vẫn c&ograve;n tốt m&aacute;y nguy&ecirc;n bản hết. M&igrave;nh mua từ mới n&ecirc;n chất lượng c&aacute;c bạn y&ecirc;n t&acirc;m, xe chạy vẫn ổn định. Th&ocirc;ng tin xe nếu bạn n&agrave;o cần alo trực tiếp m&igrave;nh.",14000000,https://cdn.okxe.vn/products/724/1195724/1195724_1239_IMG_E7632_20221205010616_b4eeCq7H_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 135,5000,,135.0,2016,40,535,2,2,8
144,Yamaha Exciter 135 2014,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",14300000,https://cdn.okxe.vn/products/722/1195722/1195722_654012_3._20221205010601_CTv2gdua_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 135,20000,,135.0,2014,40,535,2,2,10
145,Honda Future 125 2019,"- Honda future 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2019
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 28.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",28500000,https://cdn.okxe.vn/products/721/1195721/1195721_389086_review-0_20221205010555_t37D8Zvy_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Future 125,20000,,125.0,2019,15,198,2,2,7
146,Honda PCX 125 2017,"M&igrave;nh đang cần b&aacute;n chiếc xe n&agrave;y, xe m&aacute;y m&oacute;c c&ograve;n nguy&ecirc;n bản Đky ch&iacute;nh chủ
M&aacute;y m&oacute;c đi ngon v&agrave; rất tiết kiệm xăng
Nay muốn nhượng lại cho anh chị n&agrave;o c&oacute;
nhu cầu
Xin lh trực tiếp cho m&igrave;nh&mdash;
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n ạh chị y&ecirc;n t&acirc;m",19400000,https://cdn.okxe.vn/products/720/1195720/1195720_911586_6._20221205010550_ni32GgyE_m_400x400.jpg,Tp. Hà Nội,1,Honda PCX 125,5000,,125.0,2017,15,166,2,1,1
147,SYM Shark 125 2013,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",9800000,https://cdn.okxe.vn/products/719/1195719/1195719_143456_review-0_20221205010524_9OBHC4G4_m_400x400.jpg,Tp. Hà Nội,1,SYM Shark 125,5000,,125.0,2013,35,449,2,1,1
148,Honda Air Blade 125 FI 2016,"Cần b&aacute;n chiếc xe honda Airblade 125 như h&igrave;nh 2016 ch&iacute;nh chủ , xe nguy&ecirc;n bản từ đầu , xe đẹp , m&aacute;y m&oacute;c nguy&ecirc;n bản",19600000,https://cdn.okxe.vn/products/718/1195718/1195718_654012_6._20221205010519_QSrE5NU0_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2016,15,148,2,1,10
149,Piaggio Vespa Sprint 2018,Cần b&aacute;n Vespa Sprint 125 3vie m&agrave;u đỏ tươi mua năm 2018 si&ecirc;u mới .Xe ch&iacute;nh chủ nh&agrave; d&ugrave;ng k qua trung gian. sử dụng giữ g&igrave;n cẩn thận thay dầu bảo dưỡng định kỳ đều đặn n&ecirc;n m&aacute;y m&oacute;c c&ograve;n rất ngon chất lượng cao b n&agrave;o mua th&igrave; lh đến nh&agrave; m&igrave;nh xem xe cụ thể b nh&eacute;,25000000,https://cdn.okxe.vn/products/717/1195717/1195717_1239_IMG_E2580_20221205010501_LIGn0kqT_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa Sprint,5000,,124.0,2018,29,349,2,1,10
150,Piaggio Liberty 125 2013,"Nh&agrave; đang thừa chiếc xe n&ecirc;n b&aacute;n, xe vẫn c&ograve;n nguy&ecirc;n bản, h&igrave;nh thức gi&aacute;n nilon cả xe
Nh&agrave; đi giữ g&igrave;n v&agrave; bảo dưỡng thường xuy&ecirc;n tại h&atilde;ng n&ecirc;n ah chị y&ecirc;n t&acirc;m
Mua b&aacute;n v&agrave; xem xe tại nh&agrave; gi&aacute; cả c&oacute; thương lượng",12800000,https://cdn.okxe.vn/products/715/1195715/1195715_228116_4._20221205010413_lMfn0xk7_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,5000,,124.0,2013,29,355,2,1,13
151,Honda Wave Alpha 110 2022,"Cần bán xe chính chủ ,máy móc nguyên bản tuyệt đối, giấy tờ đầy đủ, xe vừa bóc nilon nên còn cực đẹp, giá ae nào có nhu cầu liên hệ",13000000,https://cdn.okxe.vn/products/714/1195714/1195714_1261_6._20221205010407_8U4Uw02N_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha 110,5000,,109.0,2022,15,1055,2,2,3
152,Yamaha TFX 150 2020,"Em Trai m&igrave;nh đổi l&ecirc;n xe tay Gas n&ecirc;n cần b&aacute;n lại chiếc tay c&ocirc;n 150 nhập Th&aacute;i ch&iacute;nh h&atilde;ng n&agrave;y, xe vẫn hoạt động tốt, m&aacute;y m&oacute;c nguy&ecirc;n ZIN. C&oacute; thay dầu bảo dưỡng thường xuy&ecirc;n tại h&atilde;ng. Giờ n&acirc;ng đời đổi xe cho người d&ugrave;ng n&agrave;o th&iacute;ch d&ograve;ng xe n&agrave;y. Li&ecirc;n hệ trực tiếp m&igrave;nh để xem xe",38700000,https://cdn.okxe.vn/products/713/1195713/1195713_911586_3._20221205010325_IoUdp0sw_m_400x400.jpg,Tp. Hà Nội,1,Yamaha TFX 150,5000,,150.0,2020,40,539,2,2,3
153,Honda Air Blade 125 FI 2022,"- Honda ab 125 fi fom mới xe lướt odo 800km đ&atilde; d&aacute;n keo
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; th&aacute;ng: 7/2022
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 43.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",43500000,https://cdn.okxe.vn/products/711/1195711/1195711_389086_review-0_20221205010308_AStI9wfM_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,5000,,125.0,2022,15,148,2,1,10
154,Honda Wave Alpha 100 2017,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",10600000,https://cdn.okxe.vn/products/712/1195712/1195712_1874_4._20221205010308_KdV7z9tG_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha 100,20000,,97.0,2017,15,1055,2,2,3
155,Honda LEAD 125 FI 2018,"Cần b&aacute;n Honda Lead 125 Fi m&agrave;u kem biển 29,xe m&aacute;y m&oacute;c bảo h&agrave;nh nguy&ecirc;n bản, động cơ sơn nhựa ZIn hết. H&igrave;nh thức xe vẫn c&ograve;n tốt n&ecirc;n bạn n&agrave;o mua chỉ cần về thay dầu đổ xăng l&agrave; chạy được",21000000,https://cdn.okxe.vn/products/710/1195710/1195710_1867_4._20221205010250_tUarGf8Y_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 125 FI,5000,,125.0,2018,15,145,2,1,2
156,Yamaha Exciter 150 2018,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",20900000,https://cdn.okxe.vn/products/709/1195709/1195709_143456_review-0_20221205010239_MZNgIL20_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150,5000,,150.0,2018,40,535,2,2,3
157,Honda Wave Alpha 100 2016,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",10000000,https://cdn.okxe.vn/products/708/1195708/1195708_228116_4._20221205010209_IVf1pM2Z_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha 100,5000,,97.0,2016,15,1055,2,2,3
158,Honda Wave Alpha RSX 110 Fi 2022,"Cần bán xe chính chủ ,máy móc nguyên bản tuyệt đối, giấy tờ đầy đủ, xe vừa bóc nilon nên còn cực đẹp, giá ae nào có nhu cầu liên hệ",13000000,https://cdn.okxe.vn/products/705/1195705/1195705_654012_5._20221205010132_OIAVOejm_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha RSX 110 Fi,5000,,110.0,2022,15,1055,2,2,1
159,Yamaha Janus 2019,"- Yamaha janus fi kho&aacute; bếp ga 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2019
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 25.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",25500000,https://cdn.okxe.vn/products/704/1195704/1195704_389086_review-0_20221205010117_hK2CO6Jx_m_400x400.jpg,Tp. Hồ Chí Minh,50,Yamaha Janus 2019,20000,,125.0,2019,40,525,2,1,15
160,Piaggio Liberty 125 2015,"Xe nh&agrave; k d&ugrave;ng cần b&aacute;n lại cho ai c&oacute; nhu cầu
Xe m&aacute;y m&oacute;c zin h&igrave;nh thức đẹp mua về sẵn đi k lỗi lầm g&igrave;
Nilong d&aacute;n k&iacute;n xe ch&iacute;nh chủ nữ d&ugrave;ng ch&iacute;nh chủ mua năm 2021 xe c&ograve;n rất mới v&agrave; đẹp, mua lh trực tiếp.",12400000,https://cdn.okxe.vn/products/703/1195703/1195703_1511651_2._20221205010111_r1Sw108V_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,10000,,124.0,2015,29,355,2,1,14
161,Honda Future 125 2021,"#XE_M&Aacute;Y_CŨ_MINH_SANG

HONDA   FUTURE    125 Fi
Gi&aacute;: 30.000.000₫ Đời 2021
Trả g&oacute;p trả trước: 3 triệu 

✅ XE M&Aacute;Y CŨ GI&Aacute; RẺ
✌️ Bạn đang muốn mua xe trả g&oacute;p ?
✌️Bạn chưa c&oacute; tiền để mua xe ?
✌️Bạn muốn mua xe với gi&aacute; v&agrave; chất lượng tốt nhất ?
➡️ Thủ tục đơn giản, chỉ cần CMND gốc hoặc CCCD . Đủ 18 tuổi, y&ecirc;u cầu kh&ocirc;ng nợ xấu ❌
🛻 Hỗ trợ ship xe to&agrave;n quốc
👌Thu xe cũ gi&aacute; cao - Đổi xe
👌 Bảo h&agrave;nh m&aacute;y m&oacute;c 1 năm
🌀HỖ TRỢ SANG T&Ecirc;N ĐỔI BIỂN C&Aacute;C TỈNH 
☎️ Tư vấn : 0961938999
                     0964738578

CN1 :1/6 Thủ Khoa Hu&acirc;n-Thuận Giao-Thuận An-B&igrave;nh Dương(Ng&atilde; tư Ho&agrave; L&acirc;n)
CN2 :1/6 Thủ Khoa Hu&acirc;n-Thuận Giao-Thuận An-BD",30000000,https://cdn.okxe.vn/products/702/1195702/1195702_278877_review-0_20221205010057_aoJ52Mn5_m_400x400.jpg,Tỉnh Bình Dương,47,Honda Future 125,10000,,125.0,2021,15,198,2,2,10
162,Yamaha Nouvo RC 2019,"Xe c&ograve;n như mới,m&aacute;y m&oacute;c c&ograve;n zin nguy&ecirc;n chưa thay sửa c&ograve;n nguy&ecirc;n sổ bảo h&agrave;nh. Ai c&oacute; nhu cầu xin li&ecirc;n hệ,c&oacute; bớt cho ae n&agrave;o nhiệt t&igrave;nh nh&eacute; ,ai c&oacute; nhu cầu xin LH.",12000000,https://cdn.okxe.vn/products/701/1195701/1195701_1451047_2._20221205010045_I0w7IF9w_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Nouvo RC,5000,,125.0,2019,40,527,2,1,10
163,Honda PCX 125 2015,"- Honda pcx 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2015
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 36.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",36500000,https://cdn.okxe.vn/products/700/1195700/1195700_389086_review-0_20221205010024_JzAnX8ZQ_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda PCX 125,20000,,125.0,2015,15,166,2,1,1
164,Honda Winner 150 2019,mua b&aacute;n tại nh&agrave; ai c&oacute; nhu cầu mua xe gọi trực tiếp cho em nh&eacute;,21000000,https://cdn.okxe.vn/products/699/1195699/1195699_2950_1._20221205010018_CbTLT22z_m_400x400.jpg,Tp. Hà Nội,1,Honda Winner 150,5000,,149.0,2019,15,180,2,2,3
165,Suzuki GZ 150A 2020,"Cần b&aacute;n gz 150A m&agrave;u Đen ch&iacute;nh chủ 2020 biển 29 vừa mới đập hộp,xe m&igrave;nh vẫn d&aacute;n nilon kh&ocirc;ng bị xước, m&igrave;nh c&ograve;n giữ đủ 2 ch&igrave;a kh&oacute;a gương,ai c&oacute; nhu cầu xin LH. xem xe tại nh&agrave; ri&ecirc;ng gi&aacute; c&oacute; bớt",38000000,https://cdn.okxe.vn/products/698/1195698/1195698_1239_IMG_E8019_20221205010014_UXvMBsz3_m_400x400.jpg,Tp. Hà Nội,1,Suzuki GZ 150A,5000,,149.0,2020,34,414,2,2,3
166,Piaggio Liberty 125 2016,"M&igrave;nh c&oacute; chiếc xe n&agrave;y đang cần b&aacute;n, xe c&ograve;n nguy&ecirc;n bản
M&aacute;y m&oacute;c nguy&ecirc;n bản hết. Xe đi ngon v&agrave; rất tiết kiệm xăng
Ai c&oacute; nhu cầu xin lh ạh",12000000,https://cdn.okxe.vn/products/697/1195697/1195697_228116_3._20221205010012_QojC3A61_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,5000,,124.0,2016,29,355,2,1,15
167,Yamaha Sirius 110 2010,cần ban xe sirius hq m&agrave;u xanh banh m&acirc;m xe đẹp m&aacute;y &ecirc;m chạy rất lợi xăng nước sơn rin c&aacute;c chức năng c&ograve;n đầy đủ gi&aacute; 6tr9,6900000,https://cdn.okxe.vn/products/696/1195696/1195696_930864_IMG20221111160412_20221205125957_KmPtZXbQ_m_400x400.jpg,Tp. Hồ Chí Minh,50,Yamaha Sirius 110,5000,,110.0,2010,40,512,2,2,13
168,Honda Air Blade 125 FI 2018,"- Honda ab 125 fi kho&aacute; mickey xe c&ograve;n d&aacute;n keo 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2018
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 35.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",35500000,https://cdn.okxe.vn/products/695/1195695/1195695_389086_review-0_20221205125938_VEJfXWtE_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,10000,,125.0,2018,15,148,2,1,10
169,Honda Wave Alpha RSX 110 Fi 2020,"Cần b&aacute;n Honda Wave RSX FI , máy chạy vẫn còn khỏe và chắc chắn, mọi thứ vẫn hoạt động bình thường, mua về chỉ việc sử dụng thôi ak. bạn n&agrave;o mua alo m&igrave;nh nh&eacute;",12000000,https://cdn.okxe.vn/products/694/1195694/1195694_1451047_1._20221205125933_ZWNeWiTf_m_400x400.jpg,Tp. Hà Nội,1,Honda Wave Alpha RSX 110 Fi,5000,,110.0,2020,15,1055,2,2,10
170,Piaggio Liberty 125 2018,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",18000000,https://cdn.okxe.vn/products/693/1195693/1195693_228116_5._20221205125921_PpWb4Xbq_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,5000,,124.0,2018,29,355,2,1,14
171,SYM Attila 125 2017,"Nh&agrave; mới mua xe mới n&ecirc;n c&ograve;n thừa chiếc xe Attila 2017, xe ch&iacute;nh chủ nh&agrave; d&ugrave;ng từ đầu. Xe được bảo dưỡng thường xuy&ecirc;n n&ecirc;n c&ograve;n ngon. Mua về đổ xăng v&agrave; sử dụng. Kh&ocirc;ng hỏng h&oacute;c g&igrave;.",5600000,https://cdn.okxe.vn/products/692/1195692/1195692_228116_1._20221205125905_z6J9JoAu_m_400x400.jpg,Tp. Hà Nội,1,SYM Attila 125,5000,,125.0,2017,35,448,2,1,8
172,Honda Air Blade 125 FI 2018,"- Honda ab 125 fi kho&aacute; mickey 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2018
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 35.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",35500000,https://cdn.okxe.vn/products/691/1195691/1195691_389086_review-0_20221205125856_tC2hId0J_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,20000,,125.0,2018,15,148,2,1,3
173,Honda Air Blade 110 FI 2015,"✅✅✅cần b&aacute;n  Xe m&aacute;y m&oacute;c nguy&ecirc;n bản xe c&ograve;n mới
&mdash;✅✅Chạy ngon v&agrave; rất tiết kiệm xăng mua về chỉ sẵn đi
✅✅✅Uh ib hoặc Lh em 
Gi&aacute; c&oacute; thương lượng 
&mdash;&mdash;&mdash;✅Chất lượng m&aacute;y bao t&eacute;t thợ thỏa m&aacute;i lu&ocirc;n ____________________________
🏨  Đ𝐈̣𝐀 𝐂𝐇𝐈̉ : QUA S&Acirc;N B&Oacute;NG MỸ Đ&Igrave;NH HỎI V&Agrave;O L&Agrave;NG B&Uacute;N PH&Uacute; Đ&Ocirc;
NG&Otilde; 87 TỔ 3 SỐ NH&Agrave; 11
☎️  🅷🅾🆃🅻🅸🅽🅴 : 0399800004
🌐 Facebook:Trần Hải 
       Zalo:0399800004 
✅✅✅ &mdash;&mdash;Hỗ Trợ Trả g&oacute;p qua thẻ t&iacute;n dụng ( Ti&ecirc;u Trước Trả Sau. )
L&atilde;i xuất O Đồng",20800000,https://cdn.okxe.vn/products/690/1195690/1195690_143456_review-0_20221205125855_7JSIqpAw_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 110 FI,5000,,108.0,2015,15,148,2,1,3
174,Honda Wave Alpha 110i 2002,cần ban xe wave hq m&agrave;u x&aacute;m xi măng banh t&acirc;m xe đẹp m&aacute;y &ecirc;m chạy rất lợi xăng nước sơn rin c&aacute;c chức năng c&ograve;n đầy 5tr9,5900000,https://cdn.okxe.vn/products/689/1195689/1195689_930864_IMG20211019140307_20221205125854_xypBRgil_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Wave Alpha 110i,5000,,109.0,2002,15,1055,2,2,14
175,Kawasaki W 175 2020,"Cần b&aacute;n Kawasaki W175 m&agrave;u đen mua năm 2020, h&igrave;nh thức nguy&ecirc;n bản kh&ocirc;ng xước x&aacute;t g&igrave;. bạn n&agrave;o ưng xe qua b&ecirc;n m&igrave;nh xem rồi kiểm tra xe trực tiếp. M&igrave;nh c&oacute; bớt cho anh em nhiệt t&igrave;nh xem xe.",44000000,https://cdn.okxe.vn/products/688/1195688/1195688_1239_IMG_E8769_20221205125845_R8t7noOv_m_400x400.jpg,Tp. Hà Nội,1,Kawasaki W 175,5000,,177.0,2020,17,222,2,3,3
